epoch,accuracy,loss,val_accuracy,val_loss
0,0.12593814730644226,2.0798864364624023,0.125,2.0799319744110107
1,0.12419748306274414,2.0798094272613525,0.125,2.0798776149749756
2,0.12554819881916046,2.079817295074463,0.125,2.079953193664551
3,0.1252034604549408,2.0798068046569824,0.125,2.0798161029815674
4,0.124287910759449,2.0797793865203857,0.125,2.0799362659454346
5,0.1249830424785614,2.0797877311706543,0.125,2.079833507537842
6,0.124576136469841,2.079624652862549,0.125,2.0796356201171875
7,0.12477394193410873,2.0796186923980713,0.125,2.0796358585357666
8,0.12460439652204514,2.079603433609009,0.125,2.079399347305298
9,0.1328725516796112,2.079068899154663,0.1381712704896927,2.0732791423797607
10,0.17144407331943512,2.054324150085449,0.46969079971313477,1.738979697227478
11,0.25453251600265503,1.9829273223876953,0.5538039207458496,1.5225006341934204
12,0.27648860216140747,1.959770679473877,0.5886899828910828,1.5434125661849976
13,0.2871982157230377,1.9486644268035889,0.5931651592254639,1.5053805112838745
14,0.2942456305027008,1.9414047002792358,0.6275935769081116,1.4198771715164185
15,0.2978569567203522,1.9388971328735352,0.6591741442680359,1.4764878749847412
16,0.3026268184185028,1.9337760210037231,0.6595301032066345,1.3920698165893555
17,0.3087078332901001,1.9291341304779053,0.6798718571662903,1.418566346168518
18,0.3134098947048187,1.9233678579330444,0.6903986930847168,1.343397617340088
19,0.3161904215812683,1.9203888177871704,0.678854763507843,1.4138615131378174
20,0.318490594625473,1.9181355237960815,0.6796684265136719,1.3793370723724365
21,0.32414209842681885,1.9112811088562012,0.7080451846122742,1.3122153282165527
22,0.3241647183895111,1.911476731300354,0.7234539985656738,1.292055368423462
23,0.3238482177257538,1.9126328229904175,0.7181143164634705,1.3404709100723267
24,0.3256906270980835,1.910609245300293,0.7230980396270752,1.3906222581863403
25,0.32730695605278015,1.9077502489089966,0.7159276008605957,1.333415150642395
26,0.3284881114959717,1.9066542387008667,0.7258950471878052,1.2857869863510132
27,0.3283863961696625,1.9059529304504395,0.7177075147628784,1.3318802118301392
28,0.33108213543891907,1.9029254913330078,0.7231488823890686,1.2651572227478027
29,0.33254024386405945,1.9023677110671997,0.735201358795166,1.31607186794281
30,0.3329075872898102,1.90104341506958,0.7287428975105286,1.263561725616455
31,0.3316473066806793,1.9006718397140503,0.737438976764679,1.229833960533142
32,0.3338174819946289,1.8985463380813599,0.7256407737731934,1.3325655460357666
33,0.3338570296764374,1.8985909223556519,0.7378458380699158,1.2654200792312622
34,0.33432045578956604,1.8980422019958496,0.7217758297920227,1.3539820909500122
35,0.33719706535339355,1.8951599597930908,0.7419649958610535,1.2890360355377197
36,0.3349873423576355,1.8977819681167603,0.7425752878189087,1.2811886072158813
37,0.3517497181892395,1.8714340925216675,0.7391680479049683,1.235295295715332
38,0.3370840549468994,1.8954497575759888,0.7324552536010742,1.3124836683273315
39,0.33805611729621887,1.8951613903045654,0.737286388874054,1.2765971422195435
